,index,PT_oxide,formula,space_group,E_hi_sym_bulk,n_bulk_hi_sym,n_bulk,E_rattle_bulk,rattle_txt,hi_sym_vac,hi_sym_vac_BD,E_hi_sym_vac,bandgap_hi_sym_vac,rattle_vac_site,rattle_vac_BD,E_rattle_vac,bandgap_rattle_vac,MP_ehull,MP_Eg,vac_rerun,E_vac_rerun,Unnamed: 20,E_hs_transformed,E_rb_transformed,vacancy_formation_energy,Eg,bulk,site,group,poscar_name,E_vac_min,minimum
726,751,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s37_0,60.0%,-729.89160627,2.3375999999999992,0.0168870407500003,4.8274,True,-729.95784848,,,-737.80335654,1.9150279899999294,2.3375999999999992,rattle,s37_0,Al2O3_Pna2_1_s37_0,group_13_metal_oxides_Al2O3_Pna2_1,-729.89160627,True
727,752,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s37_0,60.0%,-729.89160627,2.3375999999999992,0.0168870407500003,4.8274,,,,,-737.80335654,1.9812701999999707,2.3375999999999992,rattle,s37_0,Al2O3_Pna2_1_s37_0,group_13_metal_oxides_Al2O3_Pna2_1,-729.89160627,True
742,767,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s21_0,-20.0%,-741.79452581,1.9299999999999995,0.0168870407500003,4.8274,True,-741.78897478,,,-737.80335654,-9.916098310000008,1.9299999999999995,rattle,s21_0,Al2O3_Pna2_1_s21_0,group_13_metal_oxides_Al2O3_Pna2_1,-741.79452581,True
743,768,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s21_0,-20.0%,-741.79452581,1.9299999999999995,0.0168870407500003,4.8274,,,,,-737.80335654,-9.92164934,1.9299999999999995,rattle,s21_0,Al2O3_Pna2_1_s21_0,group_13_metal_oxides_Al2O3_Pna2_1,-741.79452581,True
753,778,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s17_0,60.0%,-728.14424748,1.3944,0.0168870407500003,4.8274,True,-728.13613949,,,-737.80335654,3.736736979999977,1.3944,rattle,s17_0,Al2O3_Pna2_1_s17_0,group_13_metal_oxides_Al2O3_Pna2_1,-728.14424748,True
754,779,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s17_0,60.0%,-728.14424748,1.3944,0.0168870407500003,4.8274,,,,,-737.80335654,3.728628989999992,1.3944,rattle,s17_0,Al2O3_Pna2_1_s17_0,group_13_metal_oxides_Al2O3_Pna2_1,-728.14424748,True
770,795,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s22_0,-50.0%,-739.05041321,2.1894,0.0168870407500003,4.8274,True,-739.10686345,,,-737.80335654,-7.23398698000001,2.1894,rattle,s22_0,Al2O3_Pna2_1_s22_0,group_13_metal_oxides_Al2O3_Pna2_1,-739.05041321,True
771,796,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s22_0,-50.0%,-739.05041321,2.1894,0.0168870407500003,4.8274,,,,,-737.80335654,-7.177536740000006,2.1894,rattle,s22_0,Al2O3_Pna2_1_s22_0,group_13_metal_oxides_Al2O3_Pna2_1,-739.05041321,True
780,805,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s28_0,60.0%,-740.07110589,2.9959,0.0168870407500003,4.8274,True,-740.11874674,,,-737.80335654,-8.245870270000024,2.9959,rattle,s28_0,Al2O3_Pna2_1_s28_0,group_13_metal_oxides_Al2O3_Pna2_1,-740.07110589,True
781,806,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s28_0,60.0%,-740.07110589,2.9959,0.0168870407500003,4.8274,,,,,-737.80335654,-8.19822942000003,2.9959,rattle,s28_0,Al2O3_Pna2_1_s28_0,group_13_metal_oxides_Al2O3_Pna2_1,-740.07110589,True
800,825,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s27_0,-40.0%,-733.80925811,2.5283999999999995,0.0168870407500003,4.8274,True,-733.89419718,,,-737.80335654,-2.02132071000001,2.5283999999999995,rattle,s27_0,Al2O3_Pna2_1_s27_0,group_13_metal_oxides_Al2O3_Pna2_1,-733.80925811,True
801,826,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s27_0,-40.0%,-733.80925811,2.5283999999999995,0.0168870407500003,4.8274,,,,,-737.80335654,-1.9363816399999916,2.5283999999999995,rattle,s27_0,Al2O3_Pna2_1_s27_0,group_13_metal_oxides_Al2O3_Pna2_1,-733.80925811,True
815,840,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s39_0,40.0%,-732.83415594,1.2508,0.0168870407500003,4.8274,True,-732.92021799,,,-737.80335654,-1.0473415199999874,1.2508,rattle,s39_0,Al2O3_Pna2_1_s39_0,group_13_metal_oxides_Al2O3_Pna2_1,-732.83415594,True
816,841,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s39_0,40.0%,-732.83415594,1.2508,0.0168870407500003,4.8274,,,,,-737.80335654,-0.9612794699999778,1.2508,rattle,s39_0,Al2O3_Pna2_1_s39_0,group_13_metal_oxides_Al2O3_Pna2_1,-732.83415594,True
829,854,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s38_0,40.0%,-728.87944077,2.3076000000000008,0.0168870407500003,4.8274,True,-728.67095398,,,-737.80335654,3.201922489999946,2.3076000000000008,rattle,s38_0,Al2O3_Pna2_1_s38_0,group_13_metal_oxides_Al2O3_Pna2_1,-728.87944077,True
830,855,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s38_0,40.0%,-728.87944077,2.3076000000000008,0.0168870407500003,4.8274,,,,,-737.80335654,2.993435700000008,2.3076000000000008,rattle,s38_0,Al2O3_Pna2_1_s38_0,group_13_metal_oxides_Al2O3_Pna2_1,-728.87944077,True
835,860,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s20_0,50.0%,-729.28724234,2.8228,0.0168870407500003,4.8274,True,-729.30912656,,,-737.80335654,2.5637499100000003,2.8228,rattle,s20_0,Al2O3_Pna2_1_s20_0,group_13_metal_oxides_Al2O3_Pna2_1,-729.28724234,True
836,861,group_13_metal_oxides,Al2O3,Pna2_1,,,2.0,-368.90167827,,,,,,s20_0,50.0%,-729.28724234,2.8228,0.0168870407500003,4.8274,,,,,-737.80335654,2.5856341299999475,2.8228,rattle,s20_0,Al2O3_Pna2_1_s20_0,group_13_metal_oxides_Al2O3_Pna2_1,-729.28724234,True
850,876,group_13_metal_oxides,In2O3,Pbcn,,,8.0,-288.57301883,,,,,,s8_0,60.0%,-2298.93683536,1.4895000000000005,0.0495181169999998,0.7626999999999997,True,-2298.50837714,,,-2308.58415064,4.145293430000196,1.4895000000000005,rattle,s8_0,In2O3_Pbcn_s8_0,group_13_metal_oxides_In2O3_Pbcn,-2298.93683536,True
851,877,group_13_metal_oxides,In2O3,Pbcn,,,8.0,-288.57301883,,,,,,s8_0,60.0%,-2298.93683536,1.4895000000000005,0.0495181169999998,0.7626999999999997,,,,,-2308.58415064,3.7168352100003847,1.4895000000000005,rattle,s8_0,In2O3_Pbcn_s8_0,group_13_metal_oxides_In2O3_Pbcn,-2298.93683536,True
875,901,group_13_metal_oxides,In2O3,Pbcn,,,8.0,-288.57301883,,,,,,s9_0,10.0%,-2298.94191843,1.4905999999999988,0.0495181169999998,0.7626999999999997,True,-2298.5059995,,,-2308.58415064,4.147671070000046,1.4905999999999988,rattle,s9_0,In2O3_Pbcn_s9_0,group_13_metal_oxides_In2O3_Pbcn,-2298.94191843,True
876,902,group_13_metal_oxides,In2O3,Pbcn,,,8.0,-288.57301883,,,,,,s9_0,10.0%,-2298.94191843,1.4905999999999988,0.0495181169999998,0.7626999999999997,,,,,-2308.58415064,3.7117521400002023,1.4905999999999988,rattle,s9_0,In2O3_Pbcn_s9_0,group_13_metal_oxides_In2O3_Pbcn,-2298.94191843,True
886,912,group_13_metal_oxides,In2O3,Pbcn,,,8.0,-288.57301883,,,,,,s16_0,0.0%,-2299.40727019,1.6546999999999992,0.0495181169999998,0.7626999999999997,True,-2298.63526706,,,-2308.58415064,4.018403510000256,1.6546999999999992,rattle,s16_0,In2O3_Pbcn_s16_0,group_13_metal_oxides_In2O3_Pbcn,-2299.40727019,True
887,913,group_13_metal_oxides,In2O3,Pbcn,,,8.0,-288.57301883,,,,,,s16_0,0.0%,-2299.40727019,1.6546999999999992,0.0495181169999998,0.7626999999999997,,,,,-2308.58415064,3.2464003800002263,1.6546999999999992,rattle,s16_0,In2O3_Pbcn_s16_0,group_13_metal_oxides_In2O3_Pbcn,-2299.40727019,True
897,924,group_13_metal_oxides,Ga2O3,R-3c,,,18.0,-102.33403641,,,,,,s4_0,30.0%,-1830.61328657,2.2523,0.0297935599999963,2.4025,True,-1830.83021115,,,-1842.0126553799998,5.251964159999874,2.2523,rattle,s4_0,Ga2O3_R-3c_s4_0,group_13_metal_oxides_Ga2O3_R-3c,-1830.61328657,True
898,925,group_13_metal_oxides,Ga2O3,R-3c,,,18.0,-102.33403641,,,,,,s4_0,30.0%,-1830.61328657,2.2523,0.0297935599999963,2.4025,,,,,-1842.0126553799998,5.468888739999942,2.2523,rattle,s4_0,Ga2O3_R-3c_s4_0,group_13_metal_oxides_Ga2O3_R-3c,-1830.61328657,True
908,937,group_13_metal_oxides,In2O3,R-3c,-144.46393852,18.0,,,,s4_0,-30.0%,-2590.58677842,1.2653999999999996,,,,,,,True,-2590.2690908,,-2600.35089336,,4.151322490000142,1.2653999999999996,higher_symmetry,s4_0,In2O3_R-3c_s4_0,group_13_metal_oxides_In2O3_R-3c_higher_symmetry,-2590.58677842,True
909,938,group_13_metal_oxides,In2O3,R-3c,-144.46393852,18.0,,,,s4_0,-30.0%,-2590.58677842,1.2653999999999996,,,,,,,,,,-2600.35089336,,3.833634870000127,1.2653999999999996,higher_symmetry,s4_0,In2O3_R-3c_s4_0,group_13_metal_oxides_In2O3_R-3c_higher_symmetry,-2590.58677842,True
924,955,group_13_metal_oxides,Tl2O,C2__m,,,16.0,-228.7142048,,,,,,s5_0,-50.0%,-3649.92266257,0.5395000000000003,0.0028308533333332,0.8411999999999997,True,-3651.0677226,,,-3659.4272768,2.4290741300002754,0.5395000000000003,rattle,s5_0,Tl2O_C2__m_s5_0,group_13_metal_oxides_Tl2O_C2__m,-3649.92266257,True
925,956,group_13_metal_oxides,Tl2O,C2__m,,,16.0,-228.7142048,,,,,,s5_0,-50.0%,-3649.92266257,0.5395000000000003,0.0028308533333332,0.8411999999999997,,,,,-3659.4272768,3.574134160000243,0.5395000000000003,rattle,s5_0,Tl2O_C2__m_s5_0,group_13_metal_oxides_Tl2O_C2__m,-3649.92266257,True
945,976,group_13_metal_oxides,Tl2O,C2__m,,,16.0,-228.7142048,,,,,,s4_0,10.0%,-3649.922644,0.5393999999999997,0.0028308533333332,0.8411999999999997,True,-3651.06601417,,,-3659.4272768,2.430782560000056,0.5393999999999997,rattle,s4_0,Tl2O_C2__m_s4_0,group_13_metal_oxides_Tl2O_C2__m,-3649.922644,True
946,977,group_13_metal_oxides,Tl2O,C2__m,,,16.0,-228.7142048,,,,,,s4_0,10.0%,-3649.922644,0.5393999999999997,0.0028308533333332,0.8411999999999997,,,,,-3659.4272768,3.574152729999854,0.5393999999999997,rattle,s4_0,Tl2O_C2__m_s4_0,group_13_metal_oxides_Tl2O_C2__m,-3649.922644,True
955,986,group_13_metal_oxides,Al2O3,C2__m,-96.04087194,16.0,,,,s8_0,40.0%,-1523.05109304,3.8391,,,,,,,True,-1523.32892303,,-1536.65395104,,7.394547940000097,3.8391,higher_symmetry,s8_0,Al2O3_C2__m_s8_0,group_13_metal_oxides_Al2O3_C2__m_higher_symmetry,-1523.05109304,True
956,987,group_13_metal_oxides,Al2O3,C2__m,-96.04087194,16.0,,,,s8_0,40.0%,-1523.05109304,3.8391,,,,,,,,,,-1536.65395104,,7.6723779299999695,3.8391,higher_symmetry,s8_0,Al2O3_C2__m_s8_0,group_13_metal_oxides_Al2O3_C2__m_higher_symmetry,-1523.05109304,True
961,992,group_13_metal_oxides,Al2O3,C2__m,-96.04087194,16.0,,,,s6_0,50.0%,-1523.55099837,4.2277,,,,,,,True,-1523.85089601,,-1536.65395104,,6.872574959999996,4.2277,higher_symmetry,s6_0,Al2O3_C2__m_s6_0,group_13_metal_oxides_Al2O3_C2__m_higher_symmetry,-1523.55099837,True
962,993,group_13_metal_oxides,Al2O3,C2__m,-96.04087194,16.0,,,,s6_0,50.0%,-1523.55099837,4.2277,,,,,,,,,,-1536.65395104,,7.17247260000015,4.2277,higher_symmetry,s6_0,Al2O3_C2__m_s6_0,group_13_metal_oxides_Al2O3_C2__m_higher_symmetry,-1523.55099837,True
976,1007,group_13_metal_oxides,Al2O3,C2__m,-96.04087194,16.0,,,,s4_0,60.0%,-1523.26879661,3.829099999999999,,,,,,,True,-1523.54206633,,-1536.65395104,,7.181404640000141,3.829099999999999,higher_symmetry,s4_0,Al2O3_C2__m_s4_0,group_13_metal_oxides_Al2O3_C2__m_higher_symmetry,-1523.26879661,True
977,1008,group_13_metal_oxides,Al2O3,C2__m,-96.04087194,16.0,,,,s4_0,60.0%,-1523.26879661,3.829099999999999,,,,,,,,,,-1536.65395104,,7.454674360000057,3.829099999999999,higher_symmetry,s4_0,Al2O3_C2__m_s4_0,group_13_metal_oxides_Al2O3_C2__m_higher_symmetry,-1523.26879661,True
989,1020,group_13_metal_oxides,Al2O3,C2__m,,,16.0,-94.75971668,,,,,,s6_0,50.0%,-1503.1140687,3.571999999999999,0.009381222,4.4553,True,-1503.29078536,,,-1516.15546688,6.934201449999977,3.571999999999999,rattle,s6_0,Al2O3_C2__m_s6_0,group_13_metal_oxides_Al2O3_C2__m,-1503.1140687,True
990,1021,group_13_metal_oxides,Al2O3,C2__m,,,16.0,-94.75971668,,,,,,s6_0,50.0%,-1503.1140687,3.571999999999999,0.009381222,4.4553,,,,,-1516.15546688,7.110918109999988,3.571999999999999,rattle,s6_0,Al2O3_C2__m_s6_0,group_13_metal_oxides_Al2O3_C2__m,-1503.1140687,True
1015,1046,group_13_metal_oxides,Al2O3,C2__m,,,16.0,-94.75971668,,,,,,s5_0,10.0%,-1502.99851956,3.1791,0.009381222,4.4553,True,-1503.1516172,,,-1516.15546688,7.0733696100000305,3.1791,rattle,s5_0,Al2O3_C2__m_s5_0,group_13_metal_oxides_Al2O3_C2__m,-1502.99851956,True
1016,1047,group_13_metal_oxides,Al2O3,C2__m,,,16.0,-94.75971668,,,,,,s5_0,10.0%,-1502.99851956,3.1791,0.009381222,4.4553,,,,,-1516.15546688,7.226467249999972,3.1791,rattle,s5_0,Al2O3_C2__m_s5_0,group_13_metal_oxides_Al2O3_C2__m,-1502.99851956,True
1019,1050,group_13_metal_oxides,Al2O3,C2__m,,,16.0,-94.75971668,,,,,,s4_0,-10.0%,-1503.19309173,3.513100000000001,0.009381222,4.4553,True,-1503.36858961,,,-1516.15546688,6.856397199999877,3.513100000000001,rattle,s4_0,Al2O3_C2__m_s4_0,group_13_metal_oxides_Al2O3_C2__m,-1503.19309173,True
1020,1051,group_13_metal_oxides,Al2O3,C2__m,,,16.0,-94.75971668,,,,,,s4_0,-10.0%,-1503.19309173,3.513100000000001,0.009381222,4.4553,,,,,-1516.15546688,7.031895079999844,3.513100000000001,rattle,s4_0,Al2O3_C2__m_s4_0,group_13_metal_oxides_Al2O3_C2__m,-1503.19309173,True
1041,1075,group_13_metal_oxides,Ga2O3,C2__m,,,16.0,-102.44877994,,,,,,s8_0,-60.0%,-1627.84925968,1.9365999999999992,0.0,2.0077999999999996,True,-1628.37115682,,,-1639.18047904,4.878842150000013,1.9365999999999992,rattle,s8_0,Ga2O3_C2__m_s8_0,group_13_metal_oxides_Ga2O3_C2__m,-1627.84925968,True
1042,1076,group_13_metal_oxides,Ga2O3,C2__m,,,16.0,-102.44877994,,,,,,s8_0,-60.0%,-1627.84925968,1.9365999999999992,0.0,2.0077999999999996,,,,,-1639.18047904,5.4007392899999775,1.9365999999999992,rattle,s8_0,Ga2O3_C2__m_s8_0,group_13_metal_oxides_Ga2O3_C2__m,-1627.84925968,True
1050,1084,group_13_metal_oxides,Ga2O3,C2__m,,,16.0,-102.44877994,,,,,,s6_0,-50.0%,-1627.60217686,1.8141,0.0,2.0077999999999996,True,-1628.11748251,,,-1639.18047904,5.132516459999964,1.8141,rattle,s6_0,Ga2O3_C2__m_s6_0,group_13_metal_oxides_Ga2O3_C2__m,-1627.60217686,True
1051,1085,group_13_metal_oxides,Ga2O3,C2__m,,,16.0,-102.44877994,,,,,,s6_0,-50.0%,-1627.60217686,1.8141,0.0,2.0077999999999996,,,,,-1639.18047904,5.64782210999981,1.8141,rattle,s6_0,Ga2O3_C2__m_s6_0,group_13_metal_oxides_Ga2O3_C2__m,-1627.60217686,True
1070,1104,group_13_metal_oxides,Ga2O3,C2__m,,,16.0,-102.44877994,,,,,,s4_0,20.0%,-1628.26976069,2.4068,0.0,2.0077999999999996,True,-1628.88487109,,,-1639.18047904,4.365127879999976,2.4068,rattle,s4_0,Ga2O3_C2__m_s4_0,group_13_metal_oxides_Ga2O3_C2__m,-1628.26976069,True
1071,1105,group_13_metal_oxides,Ga2O3,C2__m,,,16.0,-102.44877994,,,,,,s4_0,20.0%,-1628.26976069,2.4068,0.0,2.0077999999999996,,,,,-1639.18047904,4.9802382799997975,2.4068,rattle,s4_0,Ga2O3_C2__m_s4_0,group_13_metal_oxides_Ga2O3_C2__m,-1628.26976069,True
1084,1119,group_13_metal_oxides,Al2O3,Pbcn,,,4.0,-190.51147433,,,,,,s8_0,20.0%,-748.37373963,4.314299999999999,0.0933559135000008,5.313199999999999,True,-748.60448233,,,-762.04589732,7.510934919999999,4.314299999999999,rattle,s8_0,Al2O3_Pbcn_s8_0,group_13_metal_oxides_Al2O3_Pbcn,-748.37373963,True
1085,1120,group_13_metal_oxides,Al2O3,Pbcn,,,4.0,-190.51147433,,,,,,s8_0,20.0%,-748.37373963,4.314299999999999,0.0933559135000008,5.313199999999999,,,,,-762.04589732,7.741677619999949,4.314299999999999,rattle,s8_0,Al2O3_Pbcn_s8_0,group_13_metal_oxides_Al2O3_Pbcn,-748.37373963,True
1088,1123,group_13_metal_oxides,Al2O3,Pbcn,,,4.0,-190.51147433,,,,,,s16_0,60.0%,-748.5125266,4.2193000000000005,0.0933559135000008,5.313199999999999,True,-748.80022084,,,-762.04589732,7.315196410000043,4.2193000000000005,rattle,s16_0,Al2O3_Pbcn_s16_0,group_13_metal_oxides_Al2O3_Pbcn,-748.5125266,True
1089,1124,group_13_metal_oxides,Al2O3,Pbcn,,,4.0,-190.51147433,,,,,,s16_0,60.0%,-748.5125266,4.2193000000000005,0.0933559135000008,5.313199999999999,,,,,-762.04589732,7.602890649999994,4.2193000000000005,rattle,s16_0,Al2O3_Pbcn_s16_0,group_13_metal_oxides_Al2O3_Pbcn,-748.5125266,True
